PassengerId,Survived,Pclass,Sex,Age,Fare,FamilySize,Embarked_C,Embarked_Q,Embarked_S
367,1,0.0,0,0.7486805730082935,0.14687821814567664,0.1,1,0,0
368,1,1.0,0,0.3465694898215632,0.014110458666029575,0.0,1,0,0
369,1,1.0,0,0.3465694898215632,0.015126992566498259,0.0,0,1,0
370,1,0.0,0,0.2963056044232219,0.13526459159462315,0.0,1,0,0
371,1,0.0,1,0.3088715757728072,0.1082149914547131,0.1,1,0,0
372,0,1.0,1,0.22090977632570996,0.012678957201736696,0.1,0,0,1
373,0,1.0,1,0.23347574767529528,0.015712553569072387,0.0,0,0,1
374,0,0.0,1,0.2711736617240513,0.2647385704347907,0.0,1,0,0
375,0,1.0,0,0.032420206081930136,0.04113566043083236,0.4,0,0,1
376,1,0.0,0,0.3465694898215632,0.16038672010106,0.1,1,0,0
377,1,1.0,0,0.2711736617240513,0.014151057562208049,0.0,0,0,1
378,0,0.0,1,0.33400351847197784,0.41282050681475896,0.2,1,0,0
379,0,1.0,1,0.24604171902488062,0.007831878409428937,0.0,1,0,0
380,0,1.0,1,0.23347574767529528,0.015175789316712771,0.0,0,0,1
381,1,0.0,0,0.5224930887157577,0.4440992237022602,0.0,1,0,0
382,1,1.0,0,0.007288263382759489,0.030725752114070404,0.2,1,0,0
383,0,1.0,1,0.39683337521990447,0.015468569817999833,0.0,0,0,1
384,1,0.0,0,0.43453128926866047,0.10149724044618187,0.1,0,0,1
385,0,1.0,1,0.3465694898215632,0.015411575213749284,0.0,0,0,1
386,0,0.5,1,0.22090977632570996,0.1434624456306609,0.0,0,0,1
387,0,1.0,1,0.007288263382759489,0.09154270340242172,0.7,0,0,1
388,1,0.5,0,0.4470972606182458,0.025374310111545468,0.0,0,0,1
389,0,1.0,1,0.3465694898215632,0.015086393670319786,0.0,0,1,0
390,1,0.5,0,0.20834380497612465,0.023422440102965045,0.0,1,0,0
391,1,0.0,1,0.4470972606182458,0.23422440102965045,0.3,0,0,1
392,1,1.0,1,0.2586076903744659,0.015216388212891242,0.0,0,0,1
393,0,1.0,1,0.3465694898215632,0.015468569817999833,0.2,0,0,1
394,1,0.0,0,0.2837396330736366,0.22109807522194713,0.1,1,0,0
395,1,1.0,0,0.2963056044232219,0.03259622914329302,0.2,0,0,1
396,0,1.0,1,0.2711736617240513,0.015216388212891242,0.0,0,0,1
397,0,1.0,0,0.38426740387031916,0.015330377421392339,0.0,0,0,1
398,0,0.5,1,0.572756974114099,0.050748620223090936,0.0,0,0,1
399,0,0.5,1,0.2837396330736366,0.020494635090094415,0.0,0,0,1
400,1,0.5,0,0.3465694898215632,0.02469115560854232,0.0,0,0,1
401,1,1.0,1,0.4847951746670017,0.015468569817999833,0.0,0,0,1
402,0,1.0,1,0.32143754712239253,0.015712553569072387,0.0,0,0,1
403,0,1.0,0,0.2586076903744659,0.019177122834302632,0.1,0,0,1
404,0,1.0,1,0.3465694898215632,0.030937139635999665,0.1,0,0,1
405,0,1.0,0,0.24604171902488062,0.016908073949327893,0.0,0,0,1
406,0,0.5,1,0.42196531791907516,0.04098927018018883,0.1,0,0,1
407,0,1.0,1,0.6355868308620256,0.015126992566498259,0.0,0,0,1
408,1,0.5,1,0.032420206081930136,0.03659756266088288,0.2,0,0,1
409,0,1.0,1,0.2586076903744659,0.015175789316712771,0.0,0,0,1
410,0,1.0,0,0.3465694898215632,0.04970768794751499,0.4,0,0,1
411,0,1.0,1,0.3465694898215632,0.015411575213749284,0.0,0,0,1
412,0,1.0,1,0.3465694898215632,0.013386510079847098,0.0,0,1,0
413,1,0.0,0,0.4093993465694898,0.17566830077223786,0.1,0,1,0
414,0,0.5,1,0.3465694898215632,0.0,0.0,0,0,1
415,1,1.0,1,0.5476250314149284,0.015468569817999833,0.0,0,0,1
416,0,1.0,0,0.3465694898215632,0.015712553569072387,0.0,0,0,1
417,1,0.5,0,0.42196531791907516,0.06343577527886367,0.2,0,0,1
418,1,0.5,0,0.22090977632570996,0.025374310111545468,0.2,0,0,1
419,0,0.5,1,0.37170143252073384,0.025374310111545468,0.0,0,0,1
420,0,1.0,0,0.12038200552902739,0.04713766070721715,0.2,0,0,1
421,0,1.0,1,0.3465694898215632,0.015411575213749284,0.0,1,0,0
422,0,1.0,1,0.2586076903744659,0.015094396337354966,0.0,0,1,0
423,0,1.0,1,0.35913546117114853,0.015370976317570811,0.0,0,0,1
424,0,1.0,0,0.3465694898215632,0.028106928123558056,0.2,0,0,1
425,0,1.0,1,0.22090977632570996,0.039452172548431745,0.2,0,0,1
426,0,1.0,1,0.3465694898215632,0.014151057562208049,0.0,0,0,1
427,1,0.5,0,0.3465694898215632,0.050748620223090936,0.1,0,0,1
428,1,0.5,0,0.23347574767529528,0.050748620223090936,0.0,0,0,1
429,0,1.0,1,0.3465694898215632,0.015126992566498259,0.0,0,1,0
430,1,1.0,1,0.39683337521990447,0.015712553569072387,0.0,0,0,1
431,1,0.0,1,0.3465694898215632,0.051822148727810165,0.0,0,0,1
432,1,1.0,0,0.3465694898215632,0.031425107138144774,0.1,0,0,1
433,1,0.5,0,0.5224930887157577,0.050748620223090936,0.1,0,0,1
434,0,1.0,1,0.20834380497612465,0.013907073811135496,0.0,0,0,1
435,0,0.0,1,0.6230208595124404,0.1091095334796455,0.1,0,0,1
436,1,0.0,0,0.17064589092736868,0.23422440102965045,0.3,0,0,1
437,0,1.0,0,0.2586076903744659,0.06709553154495196,0.4,0,0,1
438,1,0.5,0,0.2963056044232219,0.03659756266088288,0.5,0,0,1
439,0,0.0,1,0.7989444584066349,0.5133418122566505,0.5,0,0,1
440,0,0.5,1,0.38426740387031916,0.020494635090094415,0.0,0,0,1
441,1,0.5,0,0.5601910027645137,0.05123658772523604,0.2,0,0,1
442,0,1.0,1,0.24604171902488062,0.018542765081513996,0.0,0,0,1
443,0,1.0,1,0.3088715757728072,0.015175789316712771,0.1,0,0,1
444,1,0.5,0,0.3465694898215632,0.025374310111545468,0.0,0,0,1
445,1,1.0,1,0.3465694898215632,0.015834545444608664,0.0,0,0,1
446,1,0.0,1,0.04498617743151546,0.15977676072337862,0.2,0,0,1
447,1,0.5,0,0.15807991957778336,0.0380614651673182,0.1,0,0,1
448,1,0.0,1,0.42196531791907516,0.051822148727810165,0.0,0,0,1
449,1,1.0,0,0.05755214878110078,0.03758969818624431,0.3,1,0,0
450,1,0.0,1,0.648152802211611,0.05953203526170282,0.0,0,0,1
451,0,0.5,1,0.4470972606182458,0.05416439273810667,0.3,0,0,1
452,0,1.0,1,0.3465694898215632,0.03897240290032268,0.1,0,0,1
453,0,0.0,1,0.37170143252073384,0.05416439273810667,0.0,1,0,0
454,1,0.0,1,0.610454888162855,0.17391981561855152,0.1,1,0,0
455,0,1.0,1,0.3465694898215632,0.015712553569072387,0.0,0,0,1
456,1,1.0,1,0.35913546117114853,0.015411575213749284,0.0,1,0,0
457,0,0.0,1,0.8115104297562201,0.051822148727810165,0.0,0,0,1
458,1,0.0,0,0.3465694898215632,0.10122885832000206,0.1,0,0,1
459,1,0.5,0,0.6230208595124404,0.020494635090094415,0.0,0,0,1
460,0,1.0,1,0.3465694898215632,0.015126992566498259,0.0,0,1,0
461,1,0.0,1,0.5978889168132696,0.051822148727810165,0.0,0,0,1
462,0,1.0,1,0.42196531791907516,0.015712553569072387,0.0,0,0,1
463,0,0.0,1,0.5853229454636844,0.07514699533034619,0.0,0,0,1
464,0,0.5,1,0.5978889168132696,0.025374310111545468,0.0,0,0,1
465,0,1.0,1,0.3465694898215632,0.015712553569072387,0.0,0,0,1
466,0,1.0,1,0.4722292033174164,0.013760683560491965,0.0,0,0,1
467,0,0.5,1,0.3465694898215632,0.0,0.0,0,0,1
468,0,0.0,1,0.6984166876099522,0.051822148727810165,0.0,0,0,1
469,0,1.0,1,0.3465694898215632,0.015078195816283748,0.0,0,1,0
470,1,1.0,0,0.004146770545363157,0.03758969818624431,0.3,1,0,0
471,0,1.0,1,0.3465694898215632,0.014151057562208049,0.0,0,0,1
472,0,1.0,1,0.4722292033174164,0.016908073949327893,0.0,0,0,1
473,1,0.5,0,0.4093993465694898,0.05416439273810667,0.3,0,0,1
474,1,0.5,0,0.2837396330736366,0.026919605597338588,0.0,1,0,0
475,0,1.0,0,0.2711736617240513,0.019201521209409888,0.0,0,0,1
476,0,0.0,1,0.3465694898215632,0.10149724044618187,0.0,0,0,1
477,0,0.5,1,0.42196531791907516,0.04098927018018883,0.1,0,0,1
478,0,1.0,1,0.35913546117114853,0.013752485706455927,0.1,0,0,1
479,0,1.0,1,0.2711736617240513,0.014679623960531627,0.0,0,0,1
480,1,1.0,0,0.01985423473234481,0.023983602730431916,0.1,0,0,1
481,0,1.0,1,0.10781603417944208,0.09154270340242172,0.7,0,0,1
482,0,0.5,1,0.3465694898215632,0.0,0.0,0,0,1
483,0,1.0,1,0.6230208595124404,0.015712553569072387,0.0,0,0,1
484,1,1.0,0,0.7863784870570495,0.018713553707264782,0.0,0,0,1
485,1,0.0,1,0.3088715757728072,0.17777475888549785,0.1,1,0,0
486,0,1.0,0,0.3465694898215632,0.04970768794751499,0.4,0,0,1
487,1,0.0,0,0.43453128926866047,0.17566830077223786,0.1,0,0,1
488,0,0.0,1,0.7235486303091229,0.057970539254838485,0.0,1,0,0
489,0,1.0,1,0.37170143252073384,0.015712553569072387,0.0,0,0,1
490,1,1.0,1,0.10781603417944208,0.031034733136428686,0.2,0,0,1
491,0,1.0,1,0.3465694898215632,0.03897240290032268,0.1,0,0,1
492,0,1.0,1,0.2586076903744659,0.014151057562208049,0.0,0,0,1
493,0,0.0,1,0.6858507162603669,0.05953203526170282,0.0,0,0,1
494,0,0.0,1,0.8869062578537321,0.09662576327876685,0.0,1,0,0
495,0,1.0,1,0.2586076903744659,0.015712553569072387,0.0,0,0,1
496,0,1.0,1,0.3465694898215632,0.028220722145058292,0.0,1,0,0
497,1,0.0,0,0.6732847449107816,0.1527664244005612,0.1,1,0,0
498,0,1.0,1,0.3465694898215632,0.029473237129564348,0.0,0,0,1
499,0,0.0,0,0.3088715757728072,0.29580589980036276,0.3,0,0,1
500,0,1.0,1,0.2963056044232219,0.015216388212891242,0.0,0,0,1
501,0,1.0,1,0.20834380497612465,0.016908073949327893,0.0,0,0,1
502,0,1.0,0,0.2586076903744659,0.015126992566498259,0.0,0,1,0
503,0,1.0,0,0.3465694898215632,0.014891206669461744,0.0,0,1,0
504,0,1.0,0,0.4596632319678311,0.018713553707264782,0.0,0,0,1
505,1,0.0,0,0.19577783362653933,0.16883675574220638,0.0,0,0,1
506,0,0.0,1,0.22090977632570996,0.2125586439344078,0.1,1,0,0
507,1,0.5,0,0.4093993465694898,0.050748620223090936,0.2,0,0,1
508,1,0.0,1,0.3465694898215632,0.051822148727810165,0.0,0,0,1
509,0,1.0,1,0.3465694898215632,0.04396587194327397,0.0,0,0,1
510,1,1.0,1,0.32143754712239253,0.11027245763075773,0.0,0,0,1
511,1,1.0,1,0.35913546117114853,0.015126992566498259,0.0,0,1,0
512,0,1.0,1,0.3465694898215632,0.015712553569072387,0.0,0,0,1
513,1,0.0,1,0.4470972606182458,0.05130978285055781,0.0,0,0,1
514,1,0.0,0,0.6732847449107816,0.11594107850967697,0.1,1,0,0
515,0,1.0,1,0.2963056044232219,0.014630827210317115,0.0,0,0,1
516,0,0.0,1,0.5853229454636844,0.06640417918791278,0.0,0,0,1
517,1,0.5,0,0.42196531791907516,0.020494635090094415,0.0,0,0,1
518,0,1.0,1,0.3465694898215632,0.04713766070721715,0.0,0,1,0
519,1,0.5,0,0.4470972606182458,0.050748620223090936,0.1,0,0,1
520,0,1.0,1,0.39683337521990447,0.015411575213749284,0.0,0,0,1
521,1,0.0,0,0.37170143252073384,0.18249984580226933,0.0,0,0,1
522,0,1.0,1,0.2711736617240513,0.015411575213749284,0.0,0,0,1
523,0,1.0,1,0.3465694898215632,0.014102260811993537,0.0,1,0,0
524,1,0.0,0,0.5476250314149284,0.11316786160148591,0.1,1,0,0
525,0,1.0,1,0.3465694898215632,0.014110458666029575,0.0,1,0,0
526,0,1.0,1,0.5036441316913798,0.015126992566498259,0.0,0,1,0
527,1,0.5,0,0.6230208595124404,0.020494635090094415,0.0,0,0,1
528,0,0.0,1,0.3465694898215632,0.4328841690069588,0.0,0,0,1
529,0,1.0,1,0.4847951746670017,0.015468569817999833,0.0,0,0,1
530,0,0.5,1,0.2837396330736366,0.022446505098674834,0.3,0,0,1
531,1,0.5,0,0.01985423473234481,0.050748620223090936,0.2,0,0,1
532,0,1.0,1,0.3465694898215632,0.014110458666029575,0.0,1,0,0
533,0,1.0,1,0.20834380497612465,0.014110458666029575,0.2,1,0,0
534,1,1.0,0,0.3465694898215632,0.04364049521284361,0.2,1,0,0
535,0,1.0,0,0.37170143252073384,0.016908073949327893,0.0,0,0,1
536,1,0.5,0,0.08268409148027142,0.05123658772523604,0.2,0,0,1
537,0,0.0,1,0.5601910027645137,0.051822148727810165,0.0,0,0,1
538,1,0.0,0,0.37170143252073384,0.20772776566317125,0.0,1,0,0
539,0,1.0,1,0.3465694898215632,0.028302115124416098,0.0,0,0,1
540,1,0.0,0,0.2711736617240513,0.09661756542473081,0.2,1,0,0
541,1,0.0,0,0.4470972606182458,0.13858277060920984,0.2,0,0,1
542,0,1.0,0,0.10781603417944208,0.06104473451835265,0.6,0,0,1
543,0,1.0,0,0.13294797687861273,0.06104473451835265,0.6,0,0,1
544,1,0.5,1,0.39683337521990447,0.050748620223090936,0.1,0,0,1
545,0,0.0,1,0.6230208595124404,0.20772776566317125,0.1,1,0,0
546,0,0.0,1,0.7989444584066349,0.050748620223090936,0.0,0,0,1
547,1,0.5,0,0.23347574767529528,0.050748620223090936,0.1,0,0,1
548,1,0.5,1,0.3465694898215632,0.02705779799394608,0.0,1,0,0
549,0,1.0,1,0.4093993465694898,0.04006213192611313,0.2,0,0,1
550,1,0.5,1,0.09525006282985675,0.07173122281533045,0.2,0,0,1
551,1,0.0,1,0.20834380497612465,0.21642978772242535,0.2,1,0,0
552,0,0.5,1,0.33400351847197784,0.050748620223090936,0.0,0,0,1
553,0,1.0,1,0.3465694898215632,0.015281580671177828,0.0,0,1,0
554,1,1.0,1,0.2711736617240513,0.014102260811993537,0.0,1,0,0
555,1,1.0,0,0.2711736617240513,0.015175789316712771,0.0,0,0,1
556,0,0.0,1,0.7738125157074642,0.051822148727810165,0.0,0,0,1
557,1,0.0,0,0.5978889168132696,0.07729405233978466,0.1,1,0,0
558,0,0.0,1,0.3465694898215632,0.4440992237022602,0.0,1,0,0
559,1,0.0,0,0.4847951746670017,0.1554664461834305,0.2,0,0,1
560,1,1.0,0,0.4470972606182458,0.033962538149299316,0.1,0,0,1
561,0,1.0,1,0.3465694898215632,0.015126992566498259,0.0,0,1,0
562,0,1.0,1,0.4973611460165871,0.015411575213749284,0.0,0,0,1
563,0,0.5,1,0.3465694898215632,0.026350245115835676,0.0,0,0,1
564,0,1.0,1,0.3465694898215632,0.015712553569072387,0.0,0,0,1
565,0,1.0,0,0.3465694898215632,0.015712553569072387,0.0,0,0,1
566,0,1.0,1,0.2963056044232219,0.04713766070721715,0.2,0,0,1
567,0,1.0,1,0.23347574767529528,0.015411575213749284,0.0,0,0,1
568,0,1.0,0,0.35913546117114853,0.04113566043083236,0.4,0,0,1
569,0,1.0,1,0.3465694898215632,0.014110458666029575,0.0,1,0,0
570,1,1.0,1,0.39683337521990447,0.015330377421392339,0.0,0,0,1
571,1,0.5,1,0.7738125157074642,0.020494635090094415,0.0,0,0,1
572,1,0.0,0,0.6607187735611962,0.10048070654571319,0.2,0,0,1
573,1,0.0,1,0.4470972606182458,0.051504969851415845,0.0,0,0,1
574,1,1.0,0,0.3465694898215632,0.015126992566498259,0.0,0,1,0
575,0,1.0,1,0.19577783362653933,0.015712553569072387,0.0,0,0,1
576,0,1.0,1,0.23347574767529528,0.028302115124416098,0.0,0,0,1
577,1,0.5,0,0.42196531791907516,0.025374310111545468,0.0,0,0,1
578,1,0.0,0,0.4847951746670017,0.1091095334796455,0.1,0,0,1
579,0,1.0,0,0.3465694898215632,0.028220722145058292,0.1,1,0,0
580,1,1.0,1,0.39683337521990447,0.015468569817999833,0.0,0,0,1
581,1,0.5,0,0.3088715757728072,0.05855610025741261,0.2,0,0,1
582,1,0.0,0,0.4847951746670017,0.21642978772242535,0.2,1,0,0
583,0,0.5,1,0.6732847449107816,0.050748620223090936,0.0,0,0,1
584,0,0.0,1,0.4470972606182458,0.07831878409428937,0.0,1,0,0
585,0,1.0,1,0.3465694898215632,0.017005667449756914,0.0,1,0,0
586,1,0.0,0,0.22090977632570996,0.1554664461834305,0.2,0,0,1
587,0,0.5,1,0.5853229454636844,0.029278050128706306,0.0,0,0,1
588,1,0.0,1,0.7486805730082935,0.15458810467956932,0.2,1,0,0
589,0,1.0,1,0.2711736617240513,0.015712553569072387,0.0,0,0,1
590,0,1.0,1,0.3465694898215632,0.015712553569072387,0.0,0,0,1
591,0,1.0,1,0.43453128926866047,0.013907073811135496,0.0,0,0,1
592,1,0.0,0,0.648152802211611,0.1527664244005612,0.1,1,0,0
593,0,1.0,1,0.5853229454636844,0.014151057562208049,0.0,0,0,1
594,0,1.0,0,0.3465694898215632,0.015126992566498259,0.2,0,1,0
595,0,0.5,1,0.4596632319678311,0.050748620223090936,0.1,0,0,1
596,0,1.0,1,0.4470972606182458,0.04713766070721715,0.2,0,0,1
597,1,0.5,0,0.3465694898215632,0.06441171028315387,0.0,0,0,1
598,0,1.0,1,0.610454888162855,0.0,0.0,0,0,1
599,0,1.0,1,0.3465694898215632,0.014102260811993537,0.0,1,0,0
600,1,0.0,1,0.610454888162855,0.11111839809247648,0.1,1,0,0
601,1,0.5,0,0.2963056044232219,0.05270049023167135,0.3,0,0,1
602,0,1.0,1,0.3465694898215632,0.015411575213749284,0.0,0,0,1
603,0,0.0,1,0.3465694898215632,0.08275928836380983,0.0,0,0,1
604,0,1.0,1,0.5476250314149284,0.015712553569072387,0.0,0,0,1
605,1,0.0,1,0.43453128926866047,0.051822148727810165,0.0,1,0,0
606,0,1.0,1,0.4470972606182458,0.030351578633425542,0.1,0,0,1
607,0,1.0,1,0.37170143252073384,0.015411575213749284,0.0,0,0,1
608,1,0.0,1,0.33400351847197784,0.05953203526170282,0.0,0,0,1
609,1,0.5,0,0.2711736617240513,0.08115719346076702,0.3,1,0,0
610,1,0.0,0,0.4973611460165871,0.2995388511917728,0.0,0,0,1
611,0,1.0,0,0.4847951746670017,0.06104473451835265,0.6,0,0,1
612,0,1.0,1,0.3465694898215632,0.013760683560491965,0.0,0,0,1
613,1,1.0,0,0.3465694898215632,0.030253985132996517,0.1,0,1,0
614,0,1.0,1,0.3465694898215632,0.015126992566498259,0.0,0,1,0
615,0,1.0,1,0.43453128926866047,0.015712553569072387,0.0,0,0,1
616,1,0.5,0,0.2963056044232219,0.12687155055772734,0.3,0,0,1
617,0,1.0,1,0.42196531791907516,0.028106928123558056,0.2,0,0,1
618,0,1.0,0,0.32143754712239253,0.031425107138144774,0.1,0,0,1
619,1,0.5,0,0.04498617743151546,0.0761229303346364,0.3,0,0,1
620,0,0.5,1,0.32143754712239253,0.020494635090094415,0.0,0,0,1
621,0,1.0,1,0.33400351847197784,0.028212719478023115,0.1,1,0,0
622,1,0.0,1,0.5224930887157577,0.10257896680493714,0.1,0,0,1
623,1,1.0,1,0.24604171902488062,0.030725752114070404,0.2,1,0,0
624,0,1.0,1,0.2586076903744659,0.015330377421392339,0.0,0,0,1
625,0,1.0,1,0.2586076903744659,0.031425107138144774,0.0,0,0,1
626,0,0.0,1,0.7612465443578789,0.06308600017332605,0.0,0,0,1
627,0,0.5,1,0.7109826589595376,0.024105594605968193,0.0,0,1,0
628,1,0.0,0,0.2586076903744659,0.15216446768991498,0.0,0,0,1
629,0,1.0,1,0.32143754712239253,0.015411575213749284,0.0,0,0,1
630,0,1.0,1,0.3465694898215632,0.015094396337354966,0.0,0,1,0
631,1,0.0,1,1.0,0.05855610025741261,0.0,0,0,1
632,0,1.0,1,0.6355868308620256,0.013768881414528002,0.0,0,0,1
633,1,0.0,1,0.39683337521990447,0.05953203526170282,0.0,1,0,0
634,0,0.0,1,0.3465694898215632,0.0,0.0,0,0,1
635,0,1.0,0,0.10781603417944208,0.05445717323939373,0.5,0,0,1
636,1,0.5,0,0.3465694898215632,0.025374310111545468,0.0,0,0,1
637,0,1.0,1,0.39683337521990447,0.015468569817999833,0.0,0,0,1
638,0,0.5,1,0.38426740387031916,0.05123658772523604,0.2,0,0,1
639,0,1.0,0,0.5099271173661724,0.07746484096553544,0.5,0,0,1
640,0,1.0,1,0.3465694898215632,0.031425107138144774,0.1,0,0,1
641,0,1.0,1,0.24604171902488062,0.015330377421392339,0.0,0,0,1
642,1,0.0,0,0.2963056044232219,0.13526459159462315,0.0,1,0,0
643,0,1.0,0,0.01985423473234481,0.05445717323939373,0.5,0,0,1
644,1,1.0,1,0.3465694898215632,0.11027245763075773,0.0,0,0,1
645,1,1.0,0,0.004146770545363157,0.03758969818624431,0.3,1,0,0
646,1,0.0,1,0.5978889168132696,0.1497654242623688,0.1,1,0,0
647,0,1.0,1,0.23347574767529528,0.015411575213749284,0.0,0,0,1
648,1,0.0,1,0.6984166876099522,0.06929138530460492,0.0,1,0,0
649,0,1.0,1,0.3465694898215632,0.014736618564782174,0.0,0,0,1
650,1,1.0,0,0.2837396330736366,0.014736618564782174,0.0,0,0,1
651,0,1.0,1,0.3465694898215632,0.015411575213749284,0.0,0,0,1
652,1,0.5,0,0.22090977632570996,0.04489301019734967,0.1,0,0,1
653,0,1.0,1,0.2586076903744659,0.01646070534336126,0.0,0,0,1
654,1,1.0,0,0.3465694898215632,0.015281580671177828,0.0,0,1,0
655,0,1.0,0,0.22090977632570996,0.013175122557917838,0.0,0,1,0
656,0,0.5,1,0.2963056044232219,0.1434624456306609,0.2,0,0,1
657,0,1.0,1,0.3465694898215632,0.015411575213749284,0.0,0,0,1
658,0,1.0,0,0.39683337521990447,0.030253985132996517,0.2,0,1,0
659,0,0.5,1,0.2837396330736366,0.025374310111545468,0.0,0,0,1
660,0,0.0,1,0.7235486303091229,0.22109807522194713,0.2,1,0,0
661,1,0.0,1,0.6230208595124404,0.2608674266467732,0.2,0,0,1
662,0,1.0,1,0.4973611460165871,0.014102260811993537,0.0,1,0,0
663,0,0.0,1,0.5853229454636844,0.04994347384455151,0.0,0,0,1
664,0,1.0,1,0.4470972606182458,0.014630827210317115,0.0,0,0,1
665,1,1.0,1,0.24604171902488062,0.015468569817999833,0.1,0,0,1
666,0,0.5,1,0.39683337521990447,0.1434624456306609,0.2,0,0,1
667,0,0.5,1,0.3088715757728072,0.025374310111545468,0.0,0,0,1
668,0,1.0,1,0.3465694898215632,0.015175789316712771,0.0,0,0,1
669,0,1.0,1,0.5350590600653431,0.015712553569072387,0.0,0,0,1
670,1,0.0,0,0.3465694898215632,0.10149724044618187,0.1,0,0,1
671,1,0.5,0,0.4973611460165871,0.0761229303346364,0.2,0,0,1
672,0,0.0,1,0.38426740387031916,0.10149724044618187,0.1,0,0,1
673,0,0.5,1,0.8743402865041467,0.020494635090094415,0.0,0,0,1
674,1,0.5,1,0.38426740387031916,0.025374310111545468,0.0,0,0,1
675,0,0.5,1,0.3465694898215632,0.0,0.0,0,0,1
676,0,1.0,1,0.22090977632570996,0.015175789316712771,0.0,0,0,1
677,0,1.0,1,0.3025885900980146,0.015712553569072387,0.0,0,0,1
678,1,1.0,0,0.22090977632570996,0.019209719063445922,0.0,0,0,1
679,0,1.0,0,0.5350590600653431,0.09154270340242172,0.7,0,0,1
680,1,0.0,1,0.4470972606182458,1.0,0.1,1,0,0
681,0,1.0,0,0.3465694898215632,0.01588334219482317,0.0,0,1,0
682,1,0.0,1,0.33400351847197784,0.1497654242623688,0.0,1,0,0
683,0,1.0,1,0.24604171902488062,0.01800600082915438,0.0,0,0,1
684,0,1.0,1,0.17064589092736868,0.09154270340242172,0.7,0,0,1
685,0,0.5,1,0.7486805730082935,0.0761229303346364,0.2,0,0,1
686,0,0.5,1,0.3088715757728072,0.08115719346076702,0.3,1,0,0
687,0,1.0,1,0.17064589092736868,0.07746484096553544,0.5,0,0,1
688,0,1.0,1,0.23347574767529528,0.019852079483269742,0.0,0,0,1
689,0,1.0,1,0.22090977632570996,0.015216388212891242,0.0,0,0,1
690,1,0.0,0,0.18321186227695402,0.41250332793836464,0.1,0,0,1
691,1,0.0,1,0.38426740387031916,0.11125659048908397,0.1,0,0,1
692,1,1.0,0,0.04498617743151546,0.026187654344120927,0.1,1,0,0
693,1,1.0,1,0.3465694898215632,0.11027245763075773,0.0,0,0,1
694,0,1.0,1,0.3088715757728072,0.014102260811993537,0.0,1,0,0
695,0,0.0,1,0.7486805730082935,0.051822148727810165,0.0,0,0,1
696,0,0.5,1,0.648152802211611,0.026350245115835676,0.0,0,0,1
697,0,1.0,1,0.5476250314149284,0.015712553569072387,0.0,0,0,1
698,1,1.0,0,0.3465694898215632,0.015094396337354966,0.0,0,1,0
699,0,0.0,1,0.610454888162855,0.21642978772242535,0.2,1,0,0
700,0,1.0,1,0.5224930887157577,0.014931805565640218,0.0,0,0,1
701,1,0.0,0,0.22090977632570996,0.4440992237022602,0.1,1,0,0
702,1,0.0,1,0.43453128926866047,0.05130978285055781,0.0,0,0,1
703,0,1.0,0,0.22090977632570996,0.028212719478023115,0.1,1,0,0
704,0,1.0,1,0.3088715757728072,0.01511079204542704,0.0,0,1,0
705,0,1.0,1,0.32143754712239253,0.015330377421392339,0.1,0,0,1
706,0,0.5,1,0.4847951746670017,0.050748620223090936,0.0,0,0,1
707,1,0.5,0,0.5601910027645137,0.026350245115835676,0.0,0,0,1
708,1,0.0,1,0.5224930887157577,0.05130978285055781,0.0,0,0,1
709,1,0.0,0,0.2711736617240513,0.29580589980036276,0.0,0,0,1
710,1,1.0,1,0.3465694898215632,0.029757819776815374,0.2,1,0,0
711,1,0.0,0,0.2963056044232219,0.09662576327876685,0.0,1,0,0
712,0,0.0,1,0.3465694898215632,0.051822148727810165,0.0,0,0,1
713,1,0.0,1,0.5978889168132696,0.10149724044618187,0.1,0,0,1
714,0,1.0,1,0.35913546117114853,0.018510168852370702,0.0,0,0,1
715,0,0.5,1,0.648152802211611,0.025374310111545468,0.0,0,0,1
716,0,1.0,1,0.23347574767529528,0.014931805565640218,0.0,0,0,1
717,1,0.0,0,0.4722292033174164,0.4440992237022602,0.0,1,0,0
718,1,0.5,0,0.33400351847197784,0.020494635090094415,0.0,0,0,1
719,0,1.0,1,0.3465694898215632,0.030253985132996517,0.0,0,1,0
720,0,1.0,1,0.4093993465694898,0.015175789316712771,0.0,0,0,1
721,1,0.5,0,0.0701181201306861,0.06441171028315387,0.1,0,0,1
722,0,1.0,1,0.20834380497612465,0.013768881414528002,0.1,0,0,1
723,0,0.5,1,0.42196531791907516,0.025374310111545468,0.0,0,0,1
724,0,0.5,1,0.6230208595124404,0.025374310111545468,0.0,0,0,1
725,1,0.0,1,0.33400351847197784,0.10364429745562033,0.1,0,0,1
726,0,1.0,1,0.24604171902488062,0.016908073949327893,0.0,0,0,1
727,1,0.5,0,0.37170143252073384,0.04098927018018883,0.3,0,0,1
728,1,1.0,0,0.3465694898215632,0.015102594191391002,0.0,0,1,0
729,0,0.5,1,0.3088715757728072,0.050748620223090936,0.1,0,0,1
730,0,1.0,0,0.3088715757728072,0.015468569817999833,0.1,0,0,1
731,1,0.0,0,0.35913546117114853,0.41250332793836464,0.0,0,0,1
732,0,1.0,1,0.13294797687861273,0.036670757786204655,0.0,1,0,0
733,0,0.5,1,0.3465694898215632,0.0,0.0,0,0,1
734,0,0.5,1,0.2837396330736366,0.025374310111545468,0.0,0,0,1
